eid,pid,probe_name,histology_quality,has_histology_files,tracing_exists,alignment_resolved,alignment_count
a92c4b1d-46bd-457e-a1f4-414265f0e2d4,26af22bb-b295-4a45-8ed3-1700604c0708,probe01,alf,True,True,True,2
a92c4b1d-46bd-457e-a1f4-414265f0e2d4,f44d2056-644c-4769-a189-7efe67b0269d,probe00,alf,True,True,True,2
aad23144-0e52-4eac-80c5-c4ee2decb198,45e7731f-4a43-45d5-9029-c080150bc596,probe00,alf,True,True,True,2
aad23144-0e52-4eac-80c5-c4ee2decb198,b749446c-18e3-4987-820a-50649ab0f826,probe01,alf,True,True,True,4
8c552ddc-813e-4035-81cc-3971b57efe65,10ef1dcd-093c-4839-8f38-90a25edefb49,probe01,alf,True,True,True,2
8c552ddc-813e-4035-81cc-3971b57efe65,b98f6b89-3de4-4295-be1c-59e465de1e32,probe00,alf,True,True,True,2
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,530f1670-9412-44ac-afdb-935d46bcaad3,probe00,alf,True,True,True,2
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,probe01,alf,True,True,True,3
9468fa93-21ae-4984-955c-e8402e280c83,0c42a3d2-beb7-4b7b-a9b5-1eea6c51e1f4,probe01,alf,True,True,True,3
9468fa93-21ae-4984-955c-e8402e280c83,f0dfd1c1-d315-4cf8-9130-05d3be2ea0cb,probe00,alf,True,True,True,2
e5c75b62-6871-4135-b3d0-f6464c2d90c0,1d547041-230a-4af3-ba6a-7287de2bdec3,probe01,alf,True,True,True,2
e5c75b62-6871-4135-b3d0-f6464c2d90c0,aac3b928-e99a-4039-ace1-af45d0130d82,probe00,alf,True,True,True,2
a6fe44a8-07ab-49b8-81f9-e18575aa85cc,50445b30-f4ef-4405-b014-1d792ddfed88,probe01,alf,True,True,True,2
a6fe44a8-07ab-49b8-81f9-e18575aa85cc,825ba9b8-ce03-49b7-b1a8-4d85ae2185af,probe00,alf,True,True,True,2
781b35fd-e1f0-4d14-b2bb-95b7263082bb,3017e4dc-2150-43ad-9b08-b95b48ba8dfa,probe00,alf,True,True,True,2
781b35fd-e1f0-4d14-b2bb-95b7263082bb,70da415f-444d-4148-ade7-a1f58a16fcf8,probe01,alf,True,True,True,2
571d3ffe-54a5-473d-a265-5dc373eb7efc,437f43e1-9c8f-4be9-ac89-97885b0e03d0,probe01,alf,True,True,True,2
571d3ffe-54a5-473d-a265-5dc373eb7efc,aecd7612-b5c5-4ad2-9e76-e5b783387e47,probe00,alf,True,True,True,2
0ac8d013-b91e-4732-bc7b-a1164ff3e445,63435e73-6a72-4007-b0da-03e6473e6870,probe01,alf,True,True,True,2
0ac8d013-b91e-4732-bc7b-a1164ff3e445,8d661567-49f3-4547-997d-a345c0ffe2dd,probe00,alf,True,True,True,2
69c9a415-f7fa-4208-887b-1417c1479b48,1a276285-8b0e-4cc9-9f0a-a3a002978724,probe00,alf,True,True,True,2
69c9a415-f7fa-4208-887b-1417c1479b48,72274871-80e5-4fb9-be1a-bb04acebb1de,probe01,alf,True,True,True,2
dfbe628d-365b-461c-a07f-8b9911ba83aa,ad315779-2b39-46c4-8348-b166e796fa7c,probe00,alf,True,True,True,2
dfbe628d-365b-461c-a07f-8b9911ba83aa,df350b09-a420-42bb-9952-17862cbb9f1c,probe01,alf,True,True,True,2
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,41ea689a-7e05-463b-915a-90e63b8c0572,probe00,alf,True,True,True,2
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,probe01,alf,True,True,True,3
0a018f12-ee06-4b11-97aa-bbbff5448e9f,16799c7a-e395-435d-a4c4-a678007e1550,probe00,alf,True,True,True,2
4503697e-af44-47d9-898d-4924be990240,a8adabd7-7979-4fcf-99e7-d9bd9d27896f,probe01,alf,True,True,True,2
7082d8ff-255a-47d7-a839-bf093483ec30,082187a0-121f-47d5-962a-a9ad467e7124,probe00,alf,True,True,True,2
7082d8ff-255a-47d7-a839-bf093483ec30,2122d807-13ab-494e-a1cc-e55cf24d3e9f,probe01,alf,True,True,True,2
ac7d3064-7f09-48a3-88d2-e86a4eb86461,1df6ebb3-9d16-4c0f-96cc-e1b1596d2006,probe00,alf,True,True,True,2
ac7d3064-7f09-48a3-88d2-e86a4eb86461,2c401cbd-b95c-4ebe-8a83-92b55ab49542,probe01,alf,True,True,True,2
b22f694e-4a34-4142-ab9d-2556c3487086,8abf098f-d4f6-4957-9c0a-f53685db74cc,probe00,alf,True,True,True,2
b22f694e-4a34-4142-ab9d-2556c3487086,8b735d77-b77b-4243-8821-37802bf402fe,probe01,alf,True,True,True,3
872ce8ff-9fb3-485c-be00-bc5479e0095b,0a0184b3-9e1a-4c36-98f4-00ae3beb8f01,probe00,alf,True,True,True,2
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,probe01,alf,True,True,True,2
1b715600-0cbc-442c-bd00-5b0ac2865de1,bbe6ebc1-d32f-42dd-a89c-211226737deb,probe01,alf,True,True,True,2
1b715600-0cbc-442c-bd00-5b0ac2865de1,f639f4f3-ac14-4114-b712-f445463597e4,probe00,alf,True,True,True,2
e45481fa-be22-4365-972c-e7404ed8ab5a,507b20cf-4ab0-4f55-9a81-88b02839d127,probe00,alf,True,True,True,2
e45481fa-be22-4365-972c-e7404ed8ab5a,f2a098e7-a67e-4125-92d8-36fc6b606c45,probe01,alf,True,True,True,2
ffef0311-8ffa-49e3-a857-b3adf6d86e12,4279e354-a6b8-4eff-8245-7c8723b07834,probe00,alf,True,True,True,2
78b4fff5-c5ec-44d9-b5f9-d59493063f00,19c5b0d5-a255-47ff-9f8d-639e634a7b61,probe01,alf,True,True,True,2
78b4fff5-c5ec-44d9-b5f9-d59493063f00,1ca6cd06-1ed5-45af-b73a-017d5e7cff48,probe00,alf,True,True,True,2
196a2adf-ff83-49b2-823a-33f990049c2e,0259543e-1ca3-48e7-95c9-53f9e4c9bfcc,probe00,alf,True,True,True,2
196a2adf-ff83-49b2-823a-33f990049c2e,e92f8734-2c06-4168-9271-d00b3bf57c02,probe01,alf,True,True,True,2
6b0b5d24-bcda-4053-a59c-beaa1fe03b8f,3282a590-8688-44fc-9811-cdf8b80d9a80,probe00,alf,True,True,True,2
6b0b5d24-bcda-4053-a59c-beaa1fe03b8f,ff5fceaf-8247-42ab-a187-f7876441899d,probe01,alf,True,True,True,2
752456f3-9f47-4fbf-bd44-9d131c0f41aa,100433fa-2c59-4432-8295-aa27657fe3fb,probe00,alf,True,True,True,2
752456f3-9f47-4fbf-bd44-9d131c0f41aa,d591a59c-b49b-46ba-a914-df379ada9813,probe01,alf,True,True,True,2
3f859b5c-e73a-4044-b49e-34bb81e96715,6b6af675-e1ef-43a6-b408-95cfc71fe2cc,probe01,alf,True,True,True,2
3f859b5c-e73a-4044-b49e-34bb81e96715,b2ea68e2-c732-4d17-8166-1a8595fff225,probe00,alf,True,True,True,2
c8d46ee6-eb68-4535-8756-7c9aa32f10e4,49a86b2e-3db4-42f2-8da8-7ebb7e482c70,probe00,alf,True,True,True,2
1b9e349e-93f2-41cc-a4b5-b212d7ddc8df,1c4e2ebd-59da-4527-9700-b4b2dad6dfb2,probe00,alf,True,True,True,2
1b9e349e-93f2-41cc-a4b5-b212d7ddc8df,3c283107-7012-48fc-a6c2-ed096b23974f,probe01,alf,True,True,True,2
f819d499-8bf7-4da0-a431-15377a8319d5,4ea45238-55b1-4d54-ba92-efa47feb9f57,probe00,alf,True,True,True,2
f819d499-8bf7-4da0-a431-15377a8319d5,d4291925-ad00-47fe-baaf-3fdff0991e86,probe01,alf,True,True,True,2
8928f98a-b411-497e-aa4b-aa752434686d,ad714133-1e03-4d3a-8427-33fc483daf1a,probe01,alf,True,True,True,3
8928f98a-b411-497e-aa4b-aa752434686d,d7ec0892-0a6c-4f4f-9d8f-72083692af5c,probe00,alf,True,True,True,2
446f4724-1690-49f9-819a-2bd8e2ea88ce,be9a2119-a4d7-4e62-82a1-b1a6623ecc99,probe00,alf,True,True,True,2
a2701b93-d8e1-47e9-a819-f1063046f3e7,f336f6a4-f693-4b88-b12c-c5cf0785b061,probe00,alf,True,True,True,2
0f25376f-2b78-4ddc-8c39-b6cdbe7bf5b9,44fc463b-405f-4048-9242-ac018b9f50f7,probe00,alf,True,True,True,2
ee13c19e-2790-4418-97ca-48f02e8013bb,818d2996-766a-4fd9-82b8-7e4cb080af0e,probe00,alf,True,True,True,2
db4df448-e449-4a6f-a0e7-288711e7a75a,febb430e-2d50-4f83-87a0-b5ffbb9a4943,probe00,alf,True,True,True,3
3dd347df-f14e-40d5-9ff2-9c49f84d2157,1a166c4f-4c53-422e-8473-b3cff85e6750,probe00,alf,True,True,True,2
3c851386-e92d-4533-8d55-89a46f0e7384,c16b8e98-100f-40ce-b417-b1524c7e1270,probe00,alf,True,True,True,2
158d5d35-a2ab-4a76-87b0-51048c5d5283,b76f24ea-95b1-4a0e-95eb-9c39b1283c40,probe00,alf,True,True,True,2
30e5937e-e86a-47e6-93ae-d2ae3877ff8e,07abb39b-063b-4ef8-b3ab-963c6a1b5cc5,probe00,alf,True,True,True,2
413a6825-2144-4a50-b3fc-cf38ddd6fd1a,b9b101cf-24d3-4c2a-8464-bc91b9f0c767,probe00,alf,True,True,True,2
a19c7a3a-7261-42ce-95d5-1f4ca46007ed,c6ba6f8e-c13e-410f-b7df-e193ba0d239d,probe00,alf,True,True,True,2
e5c772cd-9c92-47ab-9525-d618b66a9b5d,9373cd09-a591-42be-9343-ed6f06b7056d,probe00,alf,True,True,True,2
6668c4a0-70a4-4012-a7da-709660971d7a,63679ae2-6c87-495b-b888-a7273e545636,probe00,alf,True,True,True,2
4fa70097-8101-4f10-b585-db39429c5ed0,c2363000-27a6-461e-940b-15f681496ed8,probe00,alf,True,True,True,3
90d1e82c-c96f-496c-ad4e-ee3f02067f25,b40d8c65-7ee8-4069-8b64-1a3f7907742f,probe00,alf,True,True,True,3
bb6a5aae-2431-401d-8f6a-9fdd6de655a9,ccb501d1-a4fa-41c6-819e-54aaf74d439d,probe00,alf,True,True,True,2
931a70ae-90ee-448e-bedb-9d41f3eda647,eb99c2c8-e614-4240-931b-169bed23e9f5,probe00,alf,True,True,True,2
02fbb6da-3034-47d6-a61b-7d06c796a830,2aea57ac-d3d0-4a09-b6fa-0aa9d58d1e11,probe00,alf,True,True,True,2
7bee9f09-a238-42cf-b499-f51f765c6ded,26118c10-35dd-4ab1-9f0f-b9a89a1da070,probe00,alf,True,True,True,3
36280321-555b-446d-9b7d-c2e17991e090,898f8971-31e9-4fdb-b66e-2ae6d3a33a5b,probe00,alf,True,True,True,2
741979ce-3f10-443a-8526-2275620c8473,b7612153-372f-415a-9770-7101fbbbdc59,probe00,alf,True,True,True,2
cf43dbb1-6992-40ec-a5f9-e8e838d0f643,0e8d3cb3-2e4c-47a0-8bb4-65d2cc3161c6,probe00,alf,True,True,True,2
2f63c555-eb74-4d8d-ada5-5c3ecf3b46be,0925fb1b-cf83-4f55-bfb7-aa52f993a404,probe00,alf,True,True,True,2
9a629642-3a9c-42ed-b70a-532db0e86199,9f78a787-c6d5-4e51-b4fb-1552e81eccd5,probe00,alf,True,True,True,2
e535fb62-e245-4a48-b119-88ce62a6fe67,5c278ffe-6452-4c36-b17f-2050c74e13b1,probe01,alf,True,True,True,2
e535fb62-e245-4a48-b119-88ce62a6fe67,c4f6665f-8be5-476b-a6e8-d81eeae9279d,probe00,alf,True,True,True,3
f25642c6-27a5-4a97-9ea0-06652db79fbd,57acb640-4f64-4a89-bedf-69351a3aea75,probe01,alf,True,True,True,2
f25642c6-27a5-4a97-9ea0-06652db79fbd,bebe7c8f-0f34-4c3a-8fbb-d2a5119d2961,probe00,alf,True,True,True,3
4720c98a-a305-4fba-affb-bbfa00a724a4,4755877d-fd14-42b3-bc15-e1996d153015,probe01,alf,True,True,True,2
4720c98a-a305-4fba-affb-bbfa00a724a4,695476f6-4c14-4a2f-b658-948514629079,probe00,alf,True,True,True,2
7622da34-51b6-4661-98ae-a57d40806008,4f46198d-c54d-4627-9e4e-3c8fd4c3c070,probe01,alf,True,True,True,2
7622da34-51b6-4661-98ae-a57d40806008,af775340-53d0-43cd-9cda-48e32b95adca,probe00,alf,True,True,True,2
b658bc7d-07cd-4203-8a25-7b16b549851b,b910cbe2-0c68-40b2-b9f1-268e7c28320a,probe01,alf,True,True,True,2
b658bc7d-07cd-4203-8a25-7b16b549851b,ecde7e20-f135-47dd-8f96-adac49e4942e,probe00,alf,True,True,True,2
bd456d8f-d36e-434a-8051-ff3997253802,091392a5-73f6-40f3-8552-fa917cf96deb,probe01,alf,True,True,True,2
bd456d8f-d36e-434a-8051-ff3997253802,d258bca2-bf18-4491-8d57-5322f705caec,probe00,alf,True,True,True,2
ee8b36de-779f-4dea-901f-e0141c95722b,1ef94d02-d51a-491f-a313-1bb5238d6b8b,probe01,alf,True,True,True,2
ee8b36de-779f-4dea-901f-e0141c95722b,b375a0ee-4c5a-4a53-9cea-d753f206e5c5,probe00,alf,True,True,True,2
b39752db-abdb-47ab-ae78-e8608bbf50ed,954b1983-e603-4611-ba15-dc2db6f988ab,probe00,alf,True,True,True,2
b39752db-abdb-47ab-ae78-e8608bbf50ed,d1af1003-247b-4f76-988f-d55cbb72aa80,probe01,alf,True,True,True,2
5339812f-8b91-40ba-9d8f-a559563cc46b,03c42ea1-1e04-4a3e-9b04-46d8568dcd02,probe01,alf,True,True,True,2
5339812f-8b91-40ba-9d8f-a559563cc46b,95fd67e6-cbff-4356-80c7-5a03b1bf6b8a,probe00,alf,True,True,True,2
d23a44ef-1402-4ed7-97f5-47e9a7a504d9,ce99545f-c6a5-4d53-8b68-0ceb78bd942e,probe01,alf,True,True,True,2
d23a44ef-1402-4ed7-97f5-47e9a7a504d9,dab512bd-a02d-4c1f-8dbc-9155a163efc0,probe00,alf,True,True,True,2
c3d9b6fb-7fa9-4413-a364-92a54df0fc5d,cab81176-36cd-4c37-9353-841e85027d36,probe00,alf,True,True,True,2
c3d9b6fb-7fa9-4413-a364-92a54df0fc5d,d06f4b61-42c1-4a8d-a2a5-c1cf8f7d0e47,probe01,alf,True,True,True,3
aa20388b-9ea3-4506-92f1-3c2be84b85db,19c9caea-2df8-4097-92f8-0a2bad055948,probe01,alf,True,True,True,2
aa20388b-9ea3-4506-92f1-3c2be84b85db,c2184312-2421-492b-bbee-e8c8e982e49e,probe00,alf,True,True,True,2
251ece37-7798-477c-8a06-2845d4aa270c,11f70c37-a546-439a-9fb7-da6b6ebfb0cb,probe01,alf,True,True,True,2
251ece37-7798-477c-8a06-2845d4aa270c,bdb2ec51-d948-4428-b2cc-2c6cd5bf5fe3,probe00,alf,True,True,True,2
54238fd6-d2d0-4408-b1a9-d19d24fd29ce,94fcff55-2da2-4366-a2c7-2f58c05b54dc,probe01,alf,True,True,True,2
54238fd6-d2d0-4408-b1a9-d19d24fd29ce,f26a6ab1-7e37-4f8d-bb50-295c056e1062,probe00,alf,True,True,True,5
e8b4fda3-7fe4-4706-8ec2-91036cfee6bd,a6fe3779-2b77-4b66-a625-a6078720e412,probe00,alf,True,True,True,7
e8b4fda3-7fe4-4706-8ec2-91036cfee6bd,fb0de39b-c750-4adc-af18-12bf8a22ed41,probe01,alf,True,True,True,2
cde63527-7f5a-4cc3-8ac2-215d82e7da26,19e0bf1e-018e-40cb-9acd-af8f0f66bd4a,probe00,alf,True,True,True,3
cde63527-7f5a-4cc3-8ac2-215d82e7da26,ecd07b7e-6450-4e31-bef1-f195129eb3d3,probe01,alf,True,True,True,2
4a45c8ba-db6f-4f11-9403-56e06a33dfa4,63517fd4-ece1-49eb-9259-371dc30b1dd6,probe00,alf,True,True,True,2
4a45c8ba-db6f-4f11-9403-56e06a33dfa4,ca5404f7-297c-40f1-bbf0-5ac0a63e24f8,probe01,alf,True,True,True,2
f7335a49-4a98-46d2-a8ce-d041d2eac1d6,1ff5ce1f-5500-444b-ad5f-70f90dd22ac3,probe00,alf,True,True,True,2
f7335a49-4a98-46d2-a8ce-d041d2eac1d6,6d24683c-da42-4610-baf0-7ceee7014394,probe01,alf,True,True,True,2
9eec761e-9762-4897-b308-a3a08c311e69,6aa08c75-8ee5-457d-9794-b89ee1c4453f,probe00,alf,True,True,True,2
9eec761e-9762-4897-b308-a3a08c311e69,c250d4f4-7516-4cf1-a8bd-04873ca9e21c,probe01,alf,True,True,True,2
9fe512b8-92a8-4642-83b6-01158ab66c3c,a3ebc7f4-813a-4f06-a33e-9825c878f9c2,probe01,alf,True,True,True,2
9fe512b8-92a8-4642-83b6-01158ab66c3c,a4d9d9d5-6ea3-4234-aa28-e064e83626fa,probe00,alf,True,True,True,2
26aa51ff-968c-42e4-85c8-8ff47d19254d,25a9182c-4795-4768-af47-98975d2d2a8a,probe01,alf,True,True,True,2
26aa51ff-968c-42e4-85c8-8ff47d19254d,ba291bec-4492-4d7f-a6aa-483ebb64b3c3,probe00,alf,True,True,True,2
e012d3e3-fdbc-4661-9ffa-5fa284e4e706,2400a2fa-0335-480b-ac8d-a478171f3a55,probe00,alf,True,True,True,2
e012d3e3-fdbc-4661-9ffa-5fa284e4e706,cde137a5-7a93-4968-ab61-5aedbd9ce3fb,probe01,alf,True,True,True,2
948fd27b-507b-41b3-bdf8-f9f5f0af8e0b,41dc1107-fbcb-4174-a262-19928c355018,probe01,alf,True,True,True,2
948fd27b-507b-41b3-bdf8-f9f5f0af8e0b,b939cc85-6028-404a-995d-28c8405a07db,probe00,alf,True,True,True,2
2e22c1fc-eec6-4856-85a0-7dba8668f646,779fbed1-4b0e-4d7d-8882-6650690221a0,probe01,alf,True,True,True,2
2e22c1fc-eec6-4856-85a0-7dba8668f646,bfda40f8-a7a7-47cd-a439-39fb5cd7873f,probe00,alf,True,True,True,2
64977c74-9c04-437a-9ea1-50386c4996db,6292dc98-e2f1-45de-b045-56d98fdaca75,probe00,alf,True,True,True,2
9a6e127b-bb07-4be2-92e2-53dd858c2762,e5bc1f00-f4b8-4b35-a9b6-60d9cc7959a1,probe00,alf,True,True,True,2
09156021-9a1d-4e1d-ae59-48cbde3c5d42,9e069684-a4be-4b70-b9e6-446309f977d4,probe00,alf,True,True,True,2
90e524a2-aa63-47ce-b5b8-1b1941a1223a,c736dc60-0726-410d-8419-cb6ea025d5b1,probe00,alf,True,True,True,2
1d4a7bd6-296a-48b9-b20e-bd0ac80750a5,09b62a15-dd8b-4f47-881f-d3f1e5ea5ff4,probe00,alf,True,True,True,2
58c4bf97-ec3b-45b4-9db4-d5d9515d5b00,46cd9c0a-39de-4aeb-90a6-86a2fda0b1a4,probe00,alf,True,True,True,2
10fac7a1-919d-4ca7-83c4-4675bd8d9416,594664af-9033-4651-861d-2be9277c9866,probe00,alf,True,True,True,2
8b1f4024-3d96-4ee7-95f9-8a1dfd4ce4ef,81f0087b-2bd1-4e48-8e86-e8206aee3d9d,probe00,alf,True,True,True,2
68775ca0-b056-48d5-b6ae-a4c2a76ae48f,a6bcfe32-69ce-414f-80bc-495d1b4906af,probe00,alf,True,True,True,4
f27e6cd6-cdd3-4524-b8e3-8146046e2a7d,e8901184-9f60-4309-bee5-c3c95030550a,probe00,alf,True,True,True,4
d71e565d-4ddb-42df-849e-f99cfdeced52,a44bd77c-de9c-49cc-85e5-354aa9f1eb98,probe00,alf,True,True,True,3
d71e565d-4ddb-42df-849e-f99cfdeced52,c3ef78d5-7c75-48a4-96b7-f8ecc91c2eca,probe01,alf,True,True,True,2
1b61b7f2-a599-4e40-abd6-3e758d2c9e25,2cbb5bc7-edbd-431e-a931-21e466d20dec,probe00,alf,True,True,True,2
cea755db-4eee-4138-bdd6-fc23a572f5a1,3c9c3757-32dd-40cf-83ec-5e21731ce9c5,probe00,alf,True,True,True,3
30af8629-7b96-45b7-8778-374720ddbc5e,1878c999-d523-474a-9d4e-8dde53d7324c,probe00,alf,True,True,True,2
283ecb4c-e529-409c-9f0a-8ea5191dcf50,80c7f589-733c-4f23-abf3-ade8c79f0a3b,probe00,alf,True,True,True,2
6bf810fd-fbeb-4eea-9ea7-b6791d002b22,234c9e15-79a4-4e8a-8263-8b06cfbcbe7d,probe00,alf,True,True,True,2
bd07e3a7-09c3-4b67-996b-42b6d5cedf1c,6104a953-589c-4661-bed9-a81ccef7d0be,probe00,alf,True,True,True,2
c16d3557-b2c1-4545-93d0-112ac0915d93,a21bade7-5be7-4a17-a9b9-ddee453e6260,probe00,alf,True,True,True,2
2038e95d-64d4-4ecb-83d0-1308d3c598f8,1a924329-65aa-465d-b201-c2dd898aebd0,probe00,alf,True,True,True,3
500a71dd-8768-4211-a1fe-1fafc9fcbf29,5eebb5d6-cf9b-49a0-b297-0701c4d90173,probe00,alf,True,True,True,2
61caa69d-088b-465a-b9d0-d75341dabac6,6981808a-357c-4ffd-9989-33160ba9e256,probe00,alf,True,True,True,2
233617ec-c5cf-4eda-afc8-3b1d94f36d73,5bfcf68f-4e0b-46f8-a9e3-8e919d5ddd1c,probe00,alf,True,True,True,2
ef38e503-dd79-4185-bf87-4712d4f274fe,379105fd-dbb1-40d9-8a51-ae5a8ef8df04,probe00,alf,True,True,True,2
fbd28ea6-3251-48e0-b215-2c51ec5185f7,fd6d686b-eae1-44cb-adbb-159c69c85827,probe00,alf,True,True,True,3
9fcbd1a0-77e6-4c41-9428-eeaee74becd5,9866c08f-acce-4291-b94d-d9835e62f835,probe00,alf,True,True,True,3
c23b4118-db40-4333-af1d-933154b533c6,32e30a72-5f18-4aff-81c3-4553531b2d75,probe00,alf,True,True,True,3
c8e11fd8-d130-4f06-abba-9aa20240ce7c,623bb859-eb7c-4739-ba18-28ecad1d9fbb,probe00,alf,True,True,True,3
62902992-8432-46fb-af12-6392012e58c7,edc82c06-83fd-44be-a41e-52fdeea728b4,probe00,alf,True,True,True,2
4546cd60-fa2a-4d20-a9b6-d091e01d16f2,a464fc97-1391-4bbe-9aef-73a79975d27f,probe00,alf,True,True,True,2
cef05f87-161b-4031-932c-6f47daf89698,c1014051-d06b-4f85-9887-e7c42a94baf2,probe00,alf,True,True,True,2
75db708a-9952-4452-a5b1-a851d88f8e28,f2803f8c-a37b-42dd-9f20-84bdc90b21e2,probe00,alf,True,True,True,2
7f150b7c-c261-46e6-9edb-cc391c9d9f03,0ffa052a-fe3f-46c2-999d-43bd56b7826e,probe00,alf,True,True,True,2
837b4e6a-ccfd-49b0-a1dd-3aa53fbf2ecb,d3deaed9-34b7-41da-bd62-961750cb9ca0,probe00,alf,True,True,True,2
9fc31d79-b56f-46d0-92a0-e9563caf4a7a,b8f3a7c3-b700-446b-8d29-69691c0e3b1d,probe00,alf,True,True,True,2
a34b4013-414b-42ed-9318-e93fbbc71e7b,22f26d69-0b30-450e-9618-ee801b720e0a,probe00,alf,True,True,True,2
49250fba-801c-4867-a0a7-a1e19538cb61,a6b71993-165b-4c43-845c-c062fe7d7a11,probe00,alf,True,True,True,2
2ab7d2c2-bcb7-4ae6-9626-f3786c22d970,c44adf4f-3d1c-491f-88e4-c516cc910bd8,probe00,alf,True,True,True,4
94dabed1-741c-4ddd-a6b7-70561e27b750,ec2fbc3e-cb2b-48cb-a521-3a6ca15e244c,probe00,alf,True,True,True,2
be164a14-6e73-42c3-ab60-d29c48693c0f,77121d92-6dde-4243-ab54-0a99efa22e99,probe00,alf,True,True,True,3
37ac03f1-9831-4a30-90fc-a59e635b98bd,8b31b4bd-003e-4816-a3bf-2df4cc3558f8,probe00,alf,True,True,True,2
87ad026d-5b95-4022-8d59-c260870d830f,4f922a5b-5014-455d-8cd5-7caed78af615,probe00,alf,True,True,True,2
3bb54985-77b2-421d-9d1f-46185be51216,81950362-ed95-4662-997f-e119bbd594d1,probe00,alf,True,True,True,2
6cbeead9-bb7a-40e1-8ccd-47ae60239654,0a85a28b-e9e3-44ec-ad4d-88ba9116ff63,probe00,alf,True,True,True,3
a2b9fbbe-79fc-4166-a16e-b307813a2f06,d552cffa-b662-40bd-b1e3-98d0a8face2c,probe00,alf,True,True,True,2
5437ec1f-6535-470c-80b8-4c8806ee085d,b9faf068-fd1c-4568-8a1a-f503eed6f726,probe00,alf,True,True,True,2
36573e0b-ddd6-4504-94ec-9a23c877486c,f72e60c3-3593-466a-afaf-91145c44fb2b,probe00,alf,True,True,True,2
04749a70-ac63-477d-8392-d4d529184fab,a44a9942-0667-4d49-9047-40d2256c9854,probe00,alf,True,True,True,2
d23b005f-46f5-4fe1-870c-f55f6eb9533d,d70f3604-b3cc-41b0-967a-f6619b2586a7,probe00,alf,True,True,True,3
7235b10c-6621-44ea-abe9-01559633472d,a450558e-195f-44ff-979b-6b6420c9621b,probe00,alf,True,True,True,3
fd03d365-91df-41e2-ad81-9e0e4b9f5c7b,e033ef96-3590-4e52-bb01-6c6d75bab083,probe00,alf,True,True,True,2
62ff920c-2fdd-4feb-9d9f-0d66f2e595a1,31258665-fbe8-4599-9c5f-dbc0eeee9c51,probe00,alf,True,True,True,2
14127fdb-2e66-4823-b124-f49c128ba94d,0a45a464-a909-4b7c-a3e0-cd6cfb4262e4,probe00,alf,True,True,True,2
7eeb8423-49e6-4d40-ab6f-703d17af231a,88e148d2-d554-42c2-9c41-cc6369f98c45,probe00,alf,True,True,True,2
6ab9d98c-b1e9-4574-b8fe-b9eec88097e0,e4ce2e94-6fb9-4afe-acbf-6f5a3498602e,probe00,alf,True,True,True,2
37bbc17f-8dec-4fa8-97fd-e23a5c6bad1f,567b4da5-6ee6-4300-9f40-442930c2b1ca,probe00,alf,True,True,True,3
0cf6d255-8f2f-463e-84fb-c54bacb79f51,c5b9e063-f640-4936-b851-f7602cb6659b,probe00,alf,True,True,True,3
c02e5155-8e8f-427e-873d-d61490bbb9c3,e089d4d9-0a74-4ebc-951d-67098305e06b,probe00,alf,True,True,True,3
98e0074c-706a-40e5-bbb5-223f97585a99,0566938b-245d-4e5f-89ee-59d53a44f065,probe01,alf,True,True,True,2
98e0074c-706a-40e5-bbb5-223f97585a99,47403ac7-6635-4477-9477-18ff605ff5d4,probe00,alf,True,True,True,5
e6de6c35-1508-4471-b7c3-f12a5c7a6d39,7cb5128d-aaf5-4859-a236-527bff0f3c76,probe00,alf,True,True,True,2
1dbba733-24a4-4400-9436-53f1bd8428e8,22609d51-0a6a-425d-a3ef-eeb43a9ba350,probe01,alf,True,True,True,2
1dbba733-24a4-4400-9436-53f1bd8428e8,ec1e2af7-c107-4a18-ab05-cefb9174d516,probe00,alf,True,True,True,2
2584ce3c-db10-4076-89cb-5d313138dd38,b114e7e0-92b3-43bb-9529-53860e52606d,probe00,alf,True,True,True,5
e6bdb1f4-b0bf-4451-8f23-4384f2102f91,a91e4882-d3aa-4339-8b14-e94fa419f328,probe00,alf,True,True,True,2
66d98e6e-bcd9-4e78-8fbb-636f7e808b29,4f10fbb7-57be-427b-bb1d-a19bd31dc27b,probe00,alf,True,True,True,2
f9860a11-24d3-452e-ab95-39e199f20a93,b73ef9cf-462c-4de3-ae61-5907790ebd0e,probe00,alf,True,True,True,2
f9860a11-24d3-452e-ab95-39e199f20a93,df7d2ca7-068b-4df2-9782-8f6bb7d67f18,probe01,alf,True,True,True,2
f3ce3197-d534-4618-bf81-b687555d1883,2a7caaa4-1710-49a1-ade4-db0a986ae6f5,probe01,alf,True,True,True,2
6f09ba7e-e3ce-44b0-932b-c003fb44fb89,bef552f5-efd8-4e98-8467-d54ac7c4ef41,probe00,alf,True,True,True,2
6f09ba7e-e3ce-44b0-932b-c003fb44fb89,c17772a9-21b5-49df-ab31-3017addea12e,probe01,alf,True,True,True,2
